ref_number,pa_domain_subgroup,line_id,delete,only_stratified_data?,stratified_by,first_author,outcome,overall,outcome_type,sex,sex_subgroups,n_baseline,mean_followup,tot_personyrs,n_months_excluded,total_cases,n_per_category,person_years_per_category,cases_per_category,effect_measure,least_adj_effect,least_adj_lci,least_adj_uci,no_bmi_effect,no_bmi_lci,no_bmi_uci,most_adj_effect,most_adj_lci,most_adj_uci,line_id2,study_section,m_met_h_wk
18,LTPA,5,,No,,Calton BA.,Colon cancer,1,Both,Women,2,31783,,270325,0,243,6276,53830,45,HR,1.04,0.68,1.57,1.04,0.68,1.57,1.15,0.76,1.75,5,2,303.8
19,LTPA,1,,No,,Leitzmann MF.,Breast cancer,1,Both,Women,2,32269,,269762,0,1506,,52858,320,HR,1,,,1,,,1,,,1,1,0
19,LTPA,2,,No,,Leitzmann MF.,Breast cancer,1,Both,Women,2,32269,,269762,0,1506,,53967,300,HR,0.92,0.79,1.08,0.92,0.79,1.08,0.93,0.8,1.09,2,1,32.7
19,LTPA,3,,No,,Leitzmann MF.,Breast cancer,1,Both,Women,2,32269,,269762,0,1506,,54019,308,HR,0.94,0.81,1.1,0.97,0.83,1.14,0.98,0.84,1.14,3,1,64.3
19,LTPA,4,,No,,Leitzmann MF.,Breast cancer,1,Both,Women,2,32269,,269762,0,1506,,54487,312,HR,0.95,0.82,1.12,0.98,0.84,1.15,1,0.85,1.16,4,1,99.9
19,LTPA,5,,No,,Leitzmann MF.,Breast cancer,1,Both,Women,2,32269,,269762,0,1506,,54461,266,HR,0.81,0.69,0.95,0.86,0.73,1.01,0.87,0.74,1.02,5,1,137.3
83,LTPA,1,,No,,O´Donovan G.,All-cause mortality,1,Fatal,Both,3,63591,9,561159,24,8802,39947,352512,6512,HR,1,,,1,,,1,,,1,1,0
83,LTPA,2,,No,,O´Donovan G.,All-cause mortality,1,Fatal,Both,3,63591,9,561159,24,8802,14224,125520,1414,HR,0.61,0.57,0.65,0.69,0.65,0.74,0.69,0.65,0.74,2,1,4.38
83,LTPA,3,,No,,O´Donovan G.,All-cause mortality,1,Fatal,Both,3,63591,9,561159,24,8802,2341,20658,229,HR,0.6,0.51,0.7,0.7,0.6,0.82,0.7,0.6,0.82,3,1,13.13
83,LTPA,4,,No,,O´Donovan G.,All-cause mortality,1,Fatal,Both,3,63591,9,561159,24,8802,7079,62469,646,HR,0.56,0.5,0.62,0.65,0.58,0.73,0.65,0.58,0.73,4,1,13.13
83,LTPA,5,,No,,O´Donovan G.,All-cause cancer,1,Fatal,Both,3,63591,9,561159,24,2526,39947,352512,1757,HR,1,,,1,,,1,,,1,4,0
83,LTPA,6,,No,,O´Donovan G.,All-cause cancer,1,Fatal,Both,3,63591,9,561159,24,2526,14224,125520,482,HR,0.77,0.68,0.86,0.86,0.77,0.96,0.86,0.77,0.96,2,4,4.38
83,LTPA,7,,No,,O´Donovan G.,All-cause cancer,1,Fatal,Both,3,63591,9,561159,24,2526,2341,20658,72,HR,0.7,0.54,0.91,0.82,0.63,1.06,0.82,0.63,1.06,3,4,13.13
83,LTPA,8,,No,,O´Donovan G.,All-cause cancer,1,Fatal,Both,3,63591,9,561159,24,2526,7079,62469,215,HR,0.69,0.57,0.82,0.79,0.66,0.94,0.79,0.66,0.94,4,4,13.13
100,LTPA,1,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Men,1,4549,12,49124,0,503,,11844,171,HR,1,,,1,,,1,,,1,1,0
100,LTPA,2,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Men,1,4549,12,49124,0,503,,12220,130,HR,0.66,0.52,0.83,0.66,0.52,0.83,0.69,0.55,0.88,2,1,25.73
100,LTPA,3,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Men,1,4549,12,49124,0,503,,12472,95,HR,0.59,0.45,0.76,0.59,0.45,0.76,0.59,0.45,0.76,3,1,54.39
100,LTPA,4,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Men,1,4549,12,49124,0,503,,12588,107,HR,0.76,0.59,0.98,0.76,0.59,0.98,0.75,0.55,1.04,4,1,79.12
100,LTPA,5,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Women,2,7085,12,77693,0,331,,18891,99,HR,1,,,1,,,1,,,1,2,0
100,LTPA,6,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Women,2,7085,12,77693,0,331,,19197,76,HR,0.77,0.57,1.05,0.77,0.57,1.05,0.79,0.58,1.08,2,2,25.73
100,LTPA,7,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Women,2,7085,12,77693,0,331,,19634,87,HR,0.89,0.66,1.2,0.89,0.66,1.2,0.9,0.66,1.22,3,2,54.39
100,LTPA,8,,Yes,Sex,Hayasaka S.,All-cause mortality,0,Fatal,Women,2,7085,12,77693,0,331,,19971,69,HR,0.81,0.58,1.12,0.81,0.58,1.12,0.83,0.59,1.16,4,2,79.12
1,LTPA,1,,No,,Nunez C.,Colon cancer,1,Both,Both,3,226584,3,621922,0,846,11727,30194,52,HR,1,,,1,,,1,,,1,1,0
1,LTPA,2,,No,,Nunez C.,Colon cancer,1,Both,Both,3,226584,3,621922,0,846,47304,137275,175,HR,0.73,0.54,1,0.73,0.54,1,1.08,0.76,1.54,2,1,4.35
1,LTPA,3,,No,,Nunez C.,Colon cancer,1,Both,Both,3,226584,3,621922,0,846,159715,433966,583,HR,0.78,0.58,1.03,0.78,0.58,1.03,1.25,0.9,1.74,3,1,13.1
1,LTPA,4,,No,,Nunez C.,Rectum cancer,1,Both,Both,3,226584,3,587256,0,369,11727,30195,20,HR,1,,,1,0,0,1,,,1,2,0
1,LTPA,5,,No,,Nunez C.,Rectum cancer,1,Both,Both,3,226584,3,587256,0,369,47304,102607,77,HR,0.85,0.52,1.39,0.85,0.52,1.39,0.85,0.51,1.43,2,2,4.35
1,LTPA,6,,No,,Nunez C.,Rectum cancer,1,Both,Both,3,226584,3,587256,0,369,159715,433967,252,HR,0.88,0.56,1.38,0.88,0.56,1.38,0.93,0.57,1.51,3,2,13.1
17,LTPA,1,,No,,"Colbert, L.",Endometrial cancer,1,Both,Women,2,23374,8,191189,0,253,4617,36942,60,HR,1,,,1,,,1,,,1,1,0
17,LTPA,2,,No,,"Colbert, L.",Endometrial cancer,1,Both,Women,2,23374,8,191189,0,253,4693,38332,47,HR,0.8,0.5,1.1,0.8,0.5,1.1,0.8,0.5,1.1,2,1,80.85
17,LTPA,3,,No,,"Colbert, L.",Endometrial cancer,1,Both,Women,2,23374,8,191189,0,253,4560,37427,51,HR,0.9,0.6,1.2,0.9,0.6,1.2,0.9,0.6,1.2,3,1,151.9
17,LTPA,4,,No,,"Colbert, L.",Endometrial cancer,1,Both,Women,2,23374,8,191189,0,253,4607,37963,45,HR,0.7,0.5,1.1,0.7,0.5,1.1,0.7,0.5,1.1,4,1,220.5
17,LTPA,5,,No,,"Colbert, L.",Endometrial cancer,1,Both,Women,2,23374,8,191189,0,253,4892,40525,50,HR,0.8,0.5,1.1,0.8,0.5,1.1,0.8,0.5,1.1,5,1,333.2
21,LTPA,1,,No,,"Ma, H",Breast cancer,1,Both,Women,2,108907,15,1601226,0,5882,9984,355905,1438,HR,1,,,,,,1,,,1,1,0.89
21,LTPA,2,,No,,"Ma, H",Breast cancer,1,Both,Women,2,108907,15,1601226,0,5883,31942,457799,1708,HR,0.97,0.9,1.04,,,,0.97,0.9,1.04,2,1,5.27
21,LTPA,3,,No,,"Ma, H",Breast cancer,1,Both,Women,2,108907,15,1601226,0,5884,25442,279320,972,HR,0.9,0.83,0.98,,,,0.9,0.83,0.98,3,1,12.27
21,LTPA,4,,No,,"Ma, H",Breast cancer,1,Both,Women,2,108907,15,1601226,0,5885,19466,256204,901,HR,0.88,0.81,0.96,,,,0.88,0.81,0.96,4,1,20.14
21,LTPA,5,,No,,"Ma, H",Breast cancer,1,Both,Women,2,108907,15,1601226,0,5886,22073,251999,863,HR,0.87,0.8,0.95,,,,0.87,0.8,0.95,5,1,44.64
22,LTPA,1,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Men,1,6246,7,48934,0,277,2626,20475,146,RR,1,,,1,,,1,,,1,1,0.87
22,LTPA,2,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Men,1,6246,7,48934,0,277,1559,12267,52,RR,0.81,0.59,1.11,0.81,0.59,1.11,0.81,0.59,1.11,2,1,4.86
22,LTPA,3,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Men,1,6246,7,48934,0,277,960,7539,36,RR,0.79,0.54,1.13,0.79,0.54,1.13,0.79,0.54,1.13,3,1,11.96
22,LTPA,4,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Men,1,6246,7,48934,0,277,1101,8652,43,RR,0.86,0.61,1.22,0.86,0.61,1.22,0.86,0.61,1.22,4,1,20.71
22,LTPA,5,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Women,2,8196,7,101293,0,346,3577,28239,112,RR,1,,,1,,,1,,,1,2,0.87
22,LTPA,6,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Women,2,8196,7,101293,0,346,2116,16707,57,RR,0.94,0.69,1.3,0.94,0.69,1.3,0.94,0.69,1.3,2,2,4.86
22,LTPA,7,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Women,2,8196,7,101293,0,346,1374,10867,37,RR,0.92,0.64,1.34,0.92,0.64,1.34,0.92,0.64,1.34,3,2,11.96
22,LTPA,8,,Yes,Sex,"Villeneuve, P",All-cause mortality,0,Fatal,Women,2,8196,7,101293,0,346,1129,8953,23,RR,0.71,0.45,1.11,0.71,0.45,1.11,0.71,0.45,1.11,4,2,20.71
71,LTPA,1,,No,,Park,Prostate cancer,1,Both,Men,1,75216,14,1120982,0,7115,,223502,1358,HR,1,,,,,,1,,,1,1,0
71,LTPA,2,,No,,Park,Prostate cancer,1,Both,Men,1,75216,14,1120982,0,7115,,226281,1463,HR,1,0.93,1.08,,,,1,0.93,1.08,2,1,24.82
71,LTPA,3,,No,,Park,Prostate cancer,1,Both,Men,1,75216,14,1120982,0,7115,,223490,1563,HR,1.01,0.94,1.08,,,,1.01,0.94,1.08,3,1,46.76
71,LTPA,4,,No,,Park,Prostate cancer,1,Both,Men,1,75216,14,1120982,0,7115,,219823,1433,HR,0.93,0.86,1,,,,0.93,0.86,1,4,1,67.27
71,LTPA,5,,No,,Park,Prostate cancer,1,Both,Men,1,75216,14,1120982,0,7115,,227886,1298,HR,0.92,0.86,1,,,,0.92,0.86,1,5,1,92.21
72,LTPA,1,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Men,1,75162,8.3,623844.6,0,220,,153331,59,HR,1,,,1,,,1,,,1,1,0
72,LTPA,2,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Men,1,75162,8.3,623844.6,0,220,,156489,56,HR,0.93,0.64,1.34,0.93,0.64,1.34,0.98,0.68,1.42,2,1,24.38
72,LTPA,3,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Men,1,75162,8.3,623844.6,0,220,,158630,47,HR,0.77,0.52,1.14,0.77,0.52,1.14,0.83,0.57,1.23,3,1,46.93
72,LTPA,4,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Men,1,75162,8.3,623844.6,0,220,,155394,58,HR,0.97,0.67,1.4,0.97,0.67,1.4,1.09,0.75,1.58,4,1,68.83
72,LTPA,5,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Women,2,85964,8.3,713501.2,0,127,,167045,41,HR,1,,,1,,,1,,,1,2,0
72,LTPA,6,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Women,2,85964,8.3,713501.2,0,127,,174612,39,HR,0.91,0.58,1.41,0.91,0.58,1.41,0.98,0.63,1.53,2,2,24.83
72,LTPA,7,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Women,2,85964,8.3,713501.2,0,127,,186000,21,HR,0.46,0.27,0.79,0.46,0.27,0.79,0.52,0.31,0.89,3,2,47.21
72,LTPA,8,,Yes,Sex,"Setiawan, V.",Kidney cancer,0,Both,Women,2,85964,8.3,713501.2,0,127,,185844,26,HR,0.57,0.34,0.93,0.57,0.34,0.93,0.66,0.66,1.1,4,2,68.64
155,LTPA,1,,No,,Thune et al.,Prostate cancer,1,Both,Men,1,43685,16.3,701101,12,217,,136324,44,HR,1,,,,,,1,,,1,1,0
155,LTPA,2,,No,,Thune et al.,Prostate cancer,1,Both,Men,1,43685,16.3,701101,12,217,,395406,132,HR,1.03,0.73,1.45,,,,1.03,0.73,1.45,2,1,21
155,LTPA,3,,No,,Thune et al.,Prostate cancer,1,Both,Men,1,43685,16.3,701101,12,217,,169371,41,HR,0.87,0.57,1.34,,,,0.87,0.57,1.34,3,1,42
156,LTPA,1,,No,,Thune et al.,Breast cancer,1,Both,Women,2,25624,14,359930,12,346,,63549,66,HR,1,,,1,,,1,,,1,1,0
156,LTPA,2,,No,,Thune et al.,Breast cancer,1,Both,Women,2,25624,14,359930,12,346,,244645,249,HR,0.98,0.75,1.28,0.98,0.75,1.28,0.93,0.71,1.22,2,1,21
156,LTPA,3,,No,,Thune et al.,Breast cancer,1,Both,Women,2,25624,14,359930,12,346,,51736,36,HR,0.67,0.44,1,0.67,0.44,1,0.63,0.42,0.95,3,1,42
157,LTPA,1,,No,,Borch et al.,Endometrial cancer,1,Both,Women,2,82759,12.9,1069233,0,593,3855,48995,56,HR,1,,,1,,,1,,,1,1,20.46
157,LTPA,2,,No,,Borch et al.,Endometrial cancer,1,Both,Women,2,82759,12.9,1069233,0,593,18098,236571,181,HR,0.7,0.5,0.99,0.69,0.48,1,0.72,0.51,1,2,1,30.26
157,LTPA,3,,No,,Borch et al.,Endometrial cancer,1,Both,Women,2,82759,12.9,1069233,0,593,35551,462837,283,HR,0.58,0.43,0.77,0.54,0.4,0.74,0.63,0.45,0.86,3,1,35.16
157,LTPA,4,,No,,Borch et al.,Endometrial cancer,1,Both,Women,2,82759,12.9,1069233,0,593,20991,266512,139,HR,0.5,0.35,0.72,0.48,0.33,0.7,0.58,0.41,0.81,4,1,44.71
157,LTPA,5,,No,,Borch et al.,Endometrial cancer,1,Both,Women,2,82759,12.9,1069233,0,593,4264,54318,28,HR,0.48,0.3,0.78,0.38,0.22,0.67,0.46,0.27,0.79,5,1,71.79
251,LTPA,1,,No,,Furberg et al.,Endometrial cancer,1,Both,Women,2,24460,15.7,384531,12,130,,66043,28,HR,1,,,1,,,1,,,1,1,0
251,LTPA,2,,No,,Furberg et al.,Endometrial cancer,1,Both,Women,2,24460,15.7,384531,12,130,,260375,85,HR,0.77,0.5,1.17,0.77,0.5,1.17,0.81,0.53,1.25,2,1,21
251,LTPA,3,,No,,Furberg et al.,Endometrial cancer,1,Both,Women,2,24460,15.7,384531,12,130,,58113,17,HR,0.69,0.38,1.27,0.69,0.38,1.27,0.79,0.43,1.45,3,1,42
252,LTPA,1,,No,,Borch et al.,Breast cancer,1,Both,Women,2,80202,8.2,648731,0,1767,4196,33940,105,HR,1,,,,,,1,,,1,1,20.46
252,LTPA,2,,No,,Borch et al.,Breast cancer,1,Both,Women,2,80202,8.2,648731,0,1767,16773,135672,401,HR,0.94,0.77,1.16,,,,0.94,0.77,1.16,2,1,30.26
252,LTPA,3,,No,,Borch et al.,Breast cancer,1,Both,Women,2,80202,8.2,648731,0,1767,33538,271279,722,HR,0.99,0.8,1.23,,,,0.99,0.8,1.23,3,1,35.16
252,LTPA,4,,No,,Borch et al.,Breast cancer,1,Both,Women,2,80202,8.2,648731,0,1767,20564,166336,443,HR,0.98,0.79,1.22,,,,0.98,0.79,1.22,4,1,44.71
252,LTPA,5,,No,,Borch et al.,Breast cancer,1,Both,Women,2,80202,8.2,648731,0,1767,5131,41503,96,HR,0.86,0.65,1.13,,,,0.86,0.65,1.13,5,1,71.79
253,LTPA,1,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,949,10130,139,HR,1,,,1,,,1,,,1,1,19.6
253,LTPA,2,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,2421,25843,203,HR,0.64,0.5,0.82,0.64,0.5,0.82,0.73,0.58,0.91,2,1,21.32
253,LTPA,3,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,5810,62020,321,HR,0.44,0.35,0.55,0.44,0.35,0.55,0.55,0.45,0.68,3,1,28.42
253,LTPA,4,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,9713,103683,402,HR,0.34,0.28,0.43,0.34,0.28,0.43,0.46,0.37,0.56,4,1,32.1
253,LTPA,5,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,16862,179996,621,HR,0.32,0.26,0.38,0.32,0.26,0.38,0.43,0.35,0.51,5,1,33.81
253,LTPA,6,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,12021,128320,342,HR,0.25,0.2,0.32,0.25,0.2,0.32,0.35,0.29,0.43,6,1,36.51
253,LTPA,7,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,9828,104911,276,HR,0.26,0.2,0.32,0.26,0.2,0.32,0.37,0.3,0.45,7,1,48.51
253,LTPA,8,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,5489,58593,170,HR,0.27,0.21,0.35,0.27,0.21,0.35,0.38,0.3,0.48,8,1,40.92
253,LTPA,9,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,1896,20239,54,HR,0.24,0.17,0.33,0.24,0.17,0.33,0.32,0.24,0.44,9,1,59.78
253,LTPA,10,,No,,Borch et al.,All-cause mortality,1,Fatal,Women,2,66136,10.7,705980,0,2572,1147,12244,44,HR,0.3,0.21,0.42,0.3,0.21,0.42,0.37,0.26,0.52,10,1,83.79
253,LTPA,11,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,949,10130,44,HR,1,,,1,,,1,,,1,2,19.6
253,LTPA,12,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,2421,25843,32,HR,0.35,0.2,0.6,0.35,0.2,0.6,0.43,0.27,0.69,2,2,21.32
253,LTPA,13,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,5810,62020,46,HR,0.22,0.13,0.36,0.22,0.13,0.36,0.32,0.21,0.49,3,2,28.42
253,LTPA,14,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,9713,103683,60,HR,0.18,0.11,0.29,0.18,0.11,0.29,0.29,0.19,0.43,4,2,32.1
253,LTPA,15,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,16862,179996,92,HR,0.17,0.12,0.24,0.17,0.12,0.24,0.29,0.2,0.42,5,2,33.81
253,LTPA,16,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,12021,128320,48,HR,0.13,0.08,0.22,0.13,0.08,0.22,0.24,0.15,0.36,6,2,36.51
253,LTPA,17,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,9828,104911,40,HR,0.13,0.08,0.22,0.13,0.08,0.22,0.25,0.16,0.4,7,2,48.51
253,LTPA,18,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,5489,58593,29,HR,0.17,0.1,0.29,0.17,0.1,0.29,0.31,0.19,0.49,8,2,40.92
253,LTPA,19,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,1896,20239,5,HR,0.08,0.03,0.2,0.08,0.03,0.2,0.13,0.05,0.34,9,2,59.78
253,LTPA,20,,No,,Borch et al.,All-cause CVD ,1,Fatal,Women,2,66136,10.7,705980,0,401,1147,12244,5,HR,0.12,0.04,0.31,0.12,0.04,0.31,0.18,0.07,0.45,10,2,83.79
253,LTPA,21,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,949,10130,43,HR,1,,,1,,,1,,,1,3,19.6
253,LTPA,22,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,2421,25843,105,HR,1.04,0.71,1.53,1.04,0.71,1.53,1.12,0.78,1.61,2,3,21.32
253,LTPA,23,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,5810,62020,192,HR,0.83,0.58,1.18,0.83,0.58,1.18,0.95,0.68,1.33,3,3,28.42
253,LTPA,24,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,9713,103683,252,HR,0.67,0.47,0.95,0.67,0.47,0.95,0.81,0.58,1.12,4,3,32.1
253,LTPA,25,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,16862,179996,399,HR,0.63,0.46,0.86,0.63,0.46,0.86,0.76,0.55,1.04,5,3,33.81
253,LTPA,26,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,12021,128320,234,HR,0.53,0.37,0.75,0.53,0.37,0.75,0.67,0.48,0.92,6,3,36.51
253,LTPA,27,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,9828,104911,188,HR,0.53,0.37,0.76,0.53,0.37,0.76,0.68,0.49,0.95,7,3,48.51
253,LTPA,28,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,5489,58593,111,HR,0.55,0.38,0.8,0.55,0.38,0.8,0.7,0.49,0.99,8,3,40.92
253,LTPA,29,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,1896,20239,37,HR,0.51,0.32,0.81,0.51,0.32,0.81,0.64,0.41,0.99,9,3,59.78
253,LTPA,30,,No,,Borch et al.,All-cause cancer,1,Fatal,Women,2,66136,10.7,705980,0,1584,1147,12244,23,HR,0.49,0.29,0.82,0.49,0.29,0.82,0.57,0.34,0.95,10,3,83.79
255,LTPA,1,,Yes,Sex,Thune et al.,Colon cancer,0,Both,Men,1,53202,16.3,867822,12,230,10640,173558,41,HR,1,,,,,,1,,,1,1,0
255,LTPA,2,,Yes,Sex,Thune et al.,Colon cancer,0,Both,Men,1,53202,16.3,867822,12,230,29040,473696,125,HR,1.05,0.74,1.5,,,,1.05,0.74,1.5,2,1,14
255,LTPA,3,,Yes,Sex,Thune et al.,Colon cancer,0,Both,Men,1,53202,16.3,867822,12,230,13522,220569,64,HR,1.33,0.9,1.98,,,,1.33,0.9,1.98,3,1,28
255,LTPA,4,,Yes,Sex,Thune et al.,Colon cancer,0,Both,Women,2,28255,15.5,437785,12,99,6336,98170,30,HR,1,,,,,,1,,,1,2,0
255,LTPA,5,,Yes,Sex,Thune et al.,Colon cancer,0,Both,Women,2,28255,15.5,437785,12,99,19100,295937,57,HR,0.62,0.4,0.97,,,,0.62,0.4,0.97,2,2,14
255,LTPA,6,,Yes,Sex,Thune et al.,Colon cancer,0,Both,Women,2,28255,15.5,437785,12,99,2819,43678,12,HR,0.84,0.43,1.65,,,,0.84,0.43,1.65,3,2,28
255,LTPA,7,,Yes,Sex,Thune et al.,Rectum cancer,0,Both,Men,1,53202,16.3,867822,12,169,10640,173558,29,HR,1,,,,,,1,,,1,3,0
255,LTPA,8,,Yes,Sex,Thune et al.,Rectum cancer,0,Both,Men,1,53202,16.3,867822,12,169,29040,473696,106,HR,1.25,0.83,1.89,,,,1.25,0.83,1.89,2,3,14
255,LTPA,9,,Yes,Sex,Thune et al.,Rectum cancer,0,Both,Men,1,53202,16.3,867822,12,169,13522,220569,34,HR,0.98,0.6,1.61,,,,0.98,0.6,1.61,3,3,28
255,LTPA,10,,Yes,Sex,Thune et al.,Rectum cancer,0,Both,Women,2,28255,15.5,437785,12,55,6336,98170,9,HR,1,,,,,,1,,,1,4,0
255,LTPA,11,,Yes,Sex,Thune et al.,Rectum cancer,0,Both,Women,2,28255,15.5,437785,12,55,19100,295937,40,HR,1.51,0.73,3.11,,,,1.51,0.73,3.11,2,4,14
255,LTPA,12,,Yes,Sex,Thune et al.,Rectum cancer,0,Both,Women,2,28255,15.5,437785,12,55,2819,43678,6,HR,1.49,0.53,4.22,,,,1.49,0.53,4.22,3,4,28
256,LTPA,1,,Yes,Sex,Thune et al.,Lung cancer,0,Both,Men,1,53202,15.5,867822,12,402,10640,173558,123,HR,1,,,,,,1,,,1,1,0
256,LTPA,2,,Yes,Sex,Thune et al.,Lung cancer,0,Both,Men,1,53202,15.5,867822,12,402,29040,473696,217,HR,0.75,0.6,0.94,,,,0.75,0.6,0.94,2,1,14
256,LTPA,3,,Yes,Sex,Thune et al.,Lung cancer,0,Both,Men,1,53202,15.5,867822,12,402,13522,220569,62,HR,0.71,0.52,0.97,,,,0.71,0.52,0.97,3,1,28
256,LTPA,4,,Yes,Sex,Thune et al.,Lung cancer,0,Both,Women,2,28255,15.5,437785,12,51,6336,98170,14,HR,1,,,,,,1,,,1,2,0
256,LTPA,5,,Yes,Sex,Thune et al.,Lung cancer,0,Both,Women,2,28255,15.5,437785,12,51,19100,295937,32,HR,0.91,0.48,1.71,,,,0.91,0.48,1.71,2,2,14
256,LTPA,6,,Yes,Sex,Thune et al.,Lung cancer,0,Both,Women,2,28255,15.5,437785,12,51,2819,43678,5,HR,0.99,0.35,2.78,,,,0.99,0.35,2.78,3,2,28
273,LTPA,1,,No,,Kenchaiah S.,Heart failure,1,Both,Men,1,21094,20.5,431654,0,1109,2841,53713,206,HR,1,,,1,,,1,,,1,1,0
273,LTPA,2,,No,,Kenchaiah S.,Heart failure,1,Both,Men,1,21094,20.5,431654,0,1109,2991,62190,145,HR,0.76,0.61,0.94,0.77,0.62,0.96,0.78,0.63,0.97,2,1,2.63
273,LTPA,3,,No,,Kenchaiah S.,Heart failure,1,Both,Men,1,21094,20.5,431654,0,1109,11813,245208,610,HR,0.78,0.66,0.91,0.8,0.68,0.94,0.86,0.73,1.01,3,1,13.13
273,LTPA,4,,No,,Kenchaiah S.,Heart failure,1,Both,Men,1,21094,20.5,431654,0,1109,3449,70543,148,HR,0.6,0.49,0.74,0.61,0.52,0.79,0.73,0.59,0.9,4,1,31.5
179,LTPA,1,,No,,Lee I-M.,Colon cancer,1,Both,Men,1,21807,10.9,236932,0,217,6048,64954,59,HR,1,,,1,,,1,,,1,1,2.63
179,LTPA,2,,No,,Lee I-M.,Colon cancer,1,Both,Men,1,21807,10.9,236932,0,217,4015,43917,38,HR,1,0.7,1.7,1,0.7,1.7,1.1,0.7,1.7,2,1,5.25
179,LTPA,3,,No,,Lee I-M.,Colon cancer,1,Both,Men,1,21807,10.9,236932,0,217,8191,89522,83,HR,1.2,0.8,1.6,1.2,0.8,1.6,1.2,0.8,1.6,3,1,15.75
179,LTPA,4,,No,,Lee I-M.,Colon cancer,1,Both,Men,1,21807,10.9,236932,0,217,3553,38539,37,HR,1.1,0.7,1.6,1.1,0.7,1.6,1.1,0.7,1.6,4,1,31.5
180,LTPA,1,,No,,Liu S.,Prostate cancer,1,Both,Men,1,21805,11.1,258776,0,982,6048,70845,273,HR,1,,,1,,,1,,,1,1,2.63
180,LTPA,2,,No,,Liu S.,Prostate cancer,1,Both,Men,1,21805,11.1,258776,0,982,4015,47997,163,HR,1,0.82,1.21,1.02,0.82,1.26,1.02,0.82,1.26,2,1,5.25
